"","Datum","Warengruppe","Umsatz","Wochentag","Vortagsumsatz","Umsatz_Vorwoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Wertung","KielerWoche"
"29",2013-07-07,4,94.6039024817053,"Sonntag",80.6465768881107,94.6039024817053,0,21.375,9,36,4,0
"30",2013-07-07,5,370.20960108863,"Sonntag",361.866932797941,370.20960108863,0,21.375,9,36,4,0
"31",2013-07-08,1,135.500244042392,"Montag",92.6377553788373,148.828353112183,0,22.725,10,5,4,0
"32",2013-07-08,2,538.529249911711,"Montag",695.25572963054,535.856284785361,0,22.725,10,5,4,0
"33",2013-07-08,3,195.158794309303,"Montag",279.665938833443,201.198425690037,0,22.725,10,5,4,0
"34",2013-07-08,4,49.5000238633042,"Montag",94.6039024817053,65.890168799361,0,22.725,10,5,4,0
"35",2013-07-08,5,285.233382496522,"Montag",370.20960108863,317.475874933038,0,22.725,10,5,4,0
"36",2013-07-09,1,136.048382778344,"Dienstag",135.500244042392,159.79375714468,0,23.275,8,36,4,0
"37",2013-07-09,2,585.957264698849,"Dienstag",538.529249911711,546.780787392297,0,23.275,8,36,4,0
"38",2013-07-09,3,245.808338509722,"Dienstag",195.158794309303,265.261253994438,0,23.275,8,36,4,0
"39",2013-07-09,4,75.2089975834558,"Dienstag",49.5000238633042,74.5439171827412,0,23.275,8,36,4,0
"40",2013-07-09,5,342.089345776475,"Dienstag",285.233382496522,383.628681612577,0,23.275,8,36,4,0
"41",2013-07-10,1,135.132314289581,"Mittwoch",136.048382778344,111.885593514353,2,19.6875,13,5,4,0
"42",2013-07-10,2,567.365764527953,"Mittwoch",585.957264698849,427.343258749983,2,19.6875,13,5,4,0
"43",2013-07-10,3,265.109142544045,"Mittwoch",245.808338509722,210.260241465493,2,19.6875,13,5,4,0
"44",2013-07-10,4,73.8056511129258,"Mittwoch",75.2089975834558,69.2627280649987,2,19.6875,13,5,4,0
"45",2013-07-10,5,343.353066508123,"Mittwoch",342.089345776475,305.523072325318,2,19.6875,13,5,4,0
"46",2013-07-11,1,138.549392636714,"Donnerstag",135.132314289581,168.864940979931,0,21.375,12,5,4,0
"47",2013-07-11,2,569.109374584873,"Donnerstag",567.365764527953,454.859641347987,0,21.375,12,5,4,0
"48",2013-07-11,3,234.65807920749,"Donnerstag",265.109142544045,190.686641378586,0,21.375,12,5,4,0
"49",2013-07-11,4,68.6330279122302,"Donnerstag",73.8056511129258,61.490175369225,0,21.375,12,5,4,0
"50",2013-07-11,5,315.911756962233,"Donnerstag",343.353066508123,308.408167942149,0,21.375,12,5,4,0
"51",2013-07-12,1,101.447511461298,"Freitag",138.549392636714,171.280754117955,0,20.2875,7,36,4,0
"52",2013-07-12,2,600.267914678783,"Freitag",569.109374584873,492.818804066088,0,20.2875,7,36,4,0
"53",2013-07-12,3,290.199097765019,"Freitag",234.65807920749,181.644870215041,0,20.2875,7,36,4,0
"54",2013-07-12,5,362.802489634211,"Freitag",315.911756962233,355.518770367742,0,20.2875,7,36,4,0
"55",2013-07-13,1,141.233309883732,"Samstag",101.447511461298,174.552359998476,1,20.125,12,36,4,0
"56",2013-07-13,2,747.140776382576,"Samstag",600.267914678783,631.906068038484,1,20.125,12,36,4,0
"57",2013-07-13,3,340.046632736531,"Samstag",290.199097765019,291.557959835153,1,20.125,12,36,4,0
"58",2013-07-13,4,74.2744737887665,"Samstag",68.6330279122302,86.7598614451924,1,20.125,12,36,4,0
"59",2013-07-13,5,359.166188843392,"Samstag",362.802489634211,361.866932797941,1,20.125,12,36,4,0
"60",2013-07-14,1,112.524365708762,"Sonntag",141.233309883732,92.6377553788373,5,17.6875,15,5,4,0
"61",2013-07-14,2,777.048841669282,"Sonntag",747.140776382576,695.25572963054,5,17.6875,15,5,4,0
"62",2013-07-14,3,320.626816189556,"Sonntag",340.046632736531,279.665938833443,5,17.6875,15,5,4,0
"63",2013-07-14,4,115.271617188867,"Sonntag",74.2744737887665,80.6465768881107,5,17.6875,15,5,4,0
"64",2013-07-14,5,461.082124524619,"Sonntag",359.166188843392,370.20960108863,5,17.6875,15,5,4,0
"65",2013-07-15,1,161.264677322182,"Montag",112.524365708762,135.500244042392,6,18.7375,12,36,4,0
"66",2013-07-15,2,596.995099998235,"Montag",777.048841669282,538.529249911711,6,18.7375,12,36,4,0
"67",2013-07-15,3,243.526401440661,"Montag",320.626816189556,195.158794309303,6,18.7375,12,36,4,0
"68",2013-07-15,4,99.4935305857439,"Montag",115.271617188867,94.6039024817053,6,18.7375,12,36,4,0
"69",2013-07-15,5,380.68369651152,"Montag",461.082124524619,285.233382496522,6,18.7375,12,36,4,0
"70",2013-07-16,1,116.821358174215,"Dienstag",161.264677322182,136.048382778344,1,21.1875,10,36,4,0
"71",2013-07-16,2,558.797138274201,"Dienstag",596.995099998235,585.957264698849,1,21.1875,10,36,4,0
"72",2013-07-16,3,287.415464972525,"Dienstag",243.526401440661,245.808338509722,1,21.1875,10,36,4,0
"73",2013-07-16,4,91.7796976081033,"Dienstag",99.4935305857439,49.5000238633042,1,21.1875,10,36,4,0
"74",2013-07-16,5,320.43533597922,"Dienstag",380.68369651152,342.089345776475,1,21.1875,10,36,4,0
"75",2013-07-17,1,150.572919592838,"Mittwoch",116.821358174215,135.132314289581,5,22.5125,8,36,4,0
"76",2013-07-17,2,628.325718978073,"Mittwoch",558.797138274201,567.365764527953,5,22.5125,8,36,4,0
"77",2013-07-17,3,301.777437970497,"Mittwoch",287.415464972525,265.109142544045,5,22.5125,8,36,4,0
"78",2013-07-17,5,396.99424714406,"Mittwoch",320.43533597922,343.353066508123,5,22.5125,8,36,4,0
"79",2013-07-18,1,101.90072129658,"Donnerstag",150.572919592838,138.549392636714,1,23.25,11,5,4,0
"80",2013-07-18,2,647.822253705942,"Donnerstag",628.325718978073,569.109374584873,1,23.25,11,5,4,0
"81",2013-07-18,3,250.426586853024,"Donnerstag",301.777437970497,234.65807920749,1,23.25,11,5,4,0
"82",2013-07-18,4,89.2058404577425,"Donnerstag",91.7796976081033,75.2089975834558,1,23.25,11,5,4,0
"83",2013-07-18,5,300.398790118057,"Donnerstag",396.99424714406,315.911756962233,1,23.25,11,5,4,0
"84",2013-07-19,1,161.63511518654,"Freitag",101.90072129658,101.447511461298,3,22.475,16,5,4,0
"85",2013-07-19,2,646.788959790823,"Freitag",647.822253705942,600.267914678783,3,22.475,16,5,4,0
"86",2013-07-19,3,287.18828629416,"Freitag",250.426586853024,290.199097765019,3,22.475,16,5,4,0
"87",2013-07-19,4,62.0636098816993,"Freitag",89.2058404577425,73.8056511129258,3,22.475,16,5,4,0
"88",2013-07-19,5,369.400389277533,"Freitag",300.398790118057,362.802489634211,3,22.475,16,5,4,0
"89",2013-07-20,1,134.328076682024,"Samstag",161.63511518654,141.233309883732,0,23.1875,8,36,4,0
"90",2013-07-20,2,843.051280035386,"Samstag",646.788959790823,747.140776382576,0,23.1875,8,36,4,0
"91",2013-07-20,3,394.765674710477,"Samstag",287.18828629416,340.046632736531,0,23.1875,8,36,4,0
"92",2013-07-20,4,69.9369965472912,"Samstag",62.0636098816993,68.6330279122302,0,23.1875,8,36,4,0
"93",2013-07-20,5,346.154004294146,"Samstag",369.400389277533,359.166188843392,0,23.1875,8,36,4,0
"94",2013-07-21,1,66.2887578161955,"Sonntag",134.328076682024,112.524365708762,0,26.375,8,36,4,0
"95",2013-07-21,2,815.942264195776,"Sonntag",843.051280035386,777.048841669282,0,26.375,8,36,4,0
"96",2013-07-21,3,346.658236387984,"Sonntag",394.765674710477,320.626816189556,0,26.375,8,36,4,0
"97",2013-07-21,4,82.6826868784511,"Sonntag",69.9369965472912,74.2744737887665,0,26.375,8,36,4,0
"98",2013-07-21,5,287.443788531561,"Sonntag",346.154004294146,461.082124524619,0,26.375,8,36,4,0
"99",2013-07-22,1,131.223948997842,"Montag",66.2887578161955,161.264677322182,0,26.1,9,36,4,0
"100",2013-07-22,2,647.682748973215,"Montag",815.942264195776,596.995099998235,0,26.1,9,36,4,0
"101",2013-07-22,3,297.712614415266,"Montag",346.658236387984,243.526401440661,0,26.1,9,36,4,0
"102",2013-07-22,4,99.3353908053911,"Montag",82.6826868784511,115.271617188867,0,26.1,9,36,4,0
"103",2013-07-22,5,356.484067206325,"Montag",287.443788531561,380.68369651152,0,26.1,9,36,4,0
"104",2013-07-23,1,110.315246796665,"Dienstag",131.223948997842,116.821358174215,0,24.95,12,36,4,0
"105",2013-07-23,2,691.043662205889,"Dienstag",647.682748973215,558.797138274201,0,24.95,12,36,4,0
"106",2013-07-23,3,323.301431663341,"Dienstag",297.712614415266,287.415464972525,0,24.95,12,36,4,0
"107",2013-07-23,4,70.5290024618065,"Dienstag",99.3353908053911,99.4935305857439,0,24.95,12,36,4,0
"108",2013-07-23,5,316.29681714496,"Dienstag",356.484067206325,320.43533597922,0,24.95,12,36,4,0
"109",2013-07-24,1,141.891908195545,"Mittwoch",110.315246796665,150.572919592838,3,24.075,11,36,4,0
"110",2013-07-24,2,698.340862077002,"Mittwoch",691.043662205889,628.325718978073,3,24.075,11,36,4,0
"111",2013-07-24,3,328.023102507764,"Mittwoch",323.301431663341,301.777437970497,3,24.075,11,36,4,0
"112",2013-07-24,4,83.5816326885927,"Mittwoch",70.5290024618065,91.7796976081033,3,24.075,11,36,4,0
"113",2013-07-24,5,327.339400651794,"Mittwoch",316.29681714496,396.99424714406,3,24.075,11,36,4,0
"114",2013-07-25,1,167.701216640907,"Donnerstag",141.891908195545,101.90072129658,2,23.0875,9,36,4,0
"115",2013-07-25,2,681.250768331783,"Donnerstag",698.340862077002,647.822253705942,2,23.0875,9,36,4,0
"116",2013-07-25,3,280.809721012322,"Donnerstag",328.023102507764,250.426586853024,2,23.0875,9,36,4,0
"117",2013-07-25,4,65.8902979709521,"Donnerstag",83.5816326885927,89.2058404577425,2,23.0875,9,36,4,0
"118",2013-07-25,5,303.192537586556,"Donnerstag",327.339400651794,300.398790118057,2,23.0875,9,36,4,0
"119",2013-07-26,1,147.272084366206,"Freitag",167.701216640907,161.63511518654,3,27.2625,6,36,4,0
"120",2013-07-26,2,718.016648132155,"Freitag",681.250768331783,646.788959790823,3,27.2625,6,36,4,0
"121",2013-07-26,3,352.293883343641,"Freitag",280.809721012322,287.18828629416,3,27.2625,6,36,4,0
"122",2013-07-26,4,53.1984562311259,"Freitag",65.8902979709521,62.0636098816993,3,27.2625,6,36,4,0
"123",2013-07-26,5,331.522091778847,"Freitag",303.192537586556,369.400389277533,3,27.2625,6,36,4,0
"124",2013-07-27,1,161.403357795112,"Samstag",147.272084366206,134.328076682024,1,26.1625,10,36,4,0
"125",2013-07-27,2,855.619095347599,"Samstag",718.016648132155,843.051280035386,1,26.1625,10,36,4,0
"126",2013-07-27,3,382.965879977945,"Samstag",352.293883343641,394.765674710477,1,26.1625,10,36,4,0
"127",2013-07-27,5,358.892714466409,"Samstag",331.522091778847,346.154004294146,1,26.1625,10,36,4,0
"128",2013-07-28,1,86.0791432446654,"Sonntag",161.403357795112,66.2887578161955,4,24.8875,13,61,4,0
"129",2013-07-28,2,871.802546455837,"Sonntag",855.619095347599,815.942264195776,4,24.8875,13,61,4,0
"130",2013-07-28,3,360.096105223697,"Sonntag",382.965879977945,346.658236387984,4,24.8875,13,61,4,0
"131",2013-07-28,5,437.824795495097,"Sonntag",358.892714466409,287.443788531561,4,24.8875,13,61,4,0
"132",2013-07-29,1,183.564164400591,"Montag",86.0791432446654,131.223948997842,1,22.7875,10,36,4,0
"133",2013-07-29,2,672.50214523923,"Montag",871.802546455837,647.682748973215,1,22.7875,10,36,4,0
"134",2013-07-29,3,356.033434735079,"Montag",360.096105223697,297.712614415266,1,22.7875,10,36,4,0
"135",2013-07-29,5,368.951029057165,"Montag",437.824795495097,356.484067206325,1,22.7875,10,36,4,0
"136",2013-07-30,1,132.111640117897,"Dienstag",183.564164400591,110.315246796665,5,21.075,13,21,4,0
"137",2013-07-30,2,690.117757120039,"Dienstag",672.50214523923,691.043662205889,5,21.075,13,21,4,0
"138",2013-07-30,3,354.531775116541,"Dienstag",356.033434735079,323.301431663341,5,21.075,13,21,4,0
"139",2013-07-30,5,424.086156965952,"Dienstag",368.951029057165,316.29681714496,5,21.075,13,21,4,0
"140",2013-07-31,1,144.745431773143,"Mittwoch",132.111640117897,141.891908195545,5,20.275,16,65,4,0
"141",2013-07-31,2,667.842224335937,"Mittwoch",690.117757120039,698.340862077002,5,20.275,16,65,4,0
"142",2013-07-31,3,321.075920611583,"Mittwoch",354.531775116541,328.023102507764,5,20.275,16,65,4,0
"143",2013-07-31,5,426.985804024935,"Mittwoch",424.086156965952,327.339400651794,5,20.275,16,65,4,0
"144",2013-08-01,1,157.854023011106,"Donnerstag",144.745431773143,167.701216640907,6,23.4,7,21,4,0
"145",2013-08-01,2,667.213719343287,"Donnerstag",667.842224335937,681.250768331783,6,23.4,7,21,4,0
"146",2013-08-01,3,304.830310037868,"Donnerstag",321.075920611583,280.809721012322,6,23.4,7,21,4,0
"147",2013-08-01,4,60.5614573229725,"Donnerstag",53.1984562311259,69.9369965472912,6,23.4,7,21,4,0
"148",2013-08-01,5,322.294307178179,"Donnerstag",426.985804024935,303.192537586556,6,23.4,7,21,4,0
"149",2013-08-02,1,117.359342094889,"Freitag",157.854023011106,147.272084366206,0,31.4375,7,36,4,0
"150",2013-08-02,2,689.695100983376,"Freitag",667.213719343287,718.016648132155,0,31.4375,7,36,4,0
"151",2013-08-02,3,379.526700654912,"Freitag",304.830310037868,352.293883343641,0,31.4375,7,36,4,0
"152",2013-08-02,4,68.1222020855149,"Freitag",60.5614573229725,82.6826868784511,0,31.4375,7,36,4,0
"153",2013-08-02,5,282.371517214865,"Freitag",322.294307178179,331.522091778847,0,31.4375,7,36,4,0
"154",2013-08-03,1,186.027178770079,"Samstag",117.359342094889,161.403357795112,4,23.3625,11,63,4,0
"155",2013-08-03,2,930.801703150498,"Samstag",689.695100983376,855.619095347599,4,23.3625,11,63,4,0
"156",2013-08-03,3,454.705780795563,"Samstag",379.526700654912,382.965879977945,4,23.3625,11,63,4,0
"157",2013-08-03,4,51.2749992906831,"Samstag",68.1222020855149,99.3353908053911,4,23.3625,11,63,4,0
"158",2013-08-03,5,399.283316370115,"Samstag",282.371517214865,358.892714466409,4,23.3625,11,63,4,0
"159",2013-08-04,1,104.708216687715,"Sonntag",186.027178770079,86.0791432446654,3,23.05,8,36,4,0
"160",2013-08-04,2,862.752429028985,"Sonntag",930.801703150498,871.802546455837,3,23.05,8,36,4,0
"161",2013-08-04,3,382.85648750844,"Sonntag",454.705780795563,360.096105223697,3,23.05,8,36,4,0
"162",2013-08-04,4,67.1568816245378,"Sonntag",51.2749992906831,70.5290024618065,3,23.05,8,36,4,0
"163",2013-08-04,5,461.704848992483,"Sonntag",399.283316370115,437.824795495097,3,23.05,8,36,4,0
"164",2013-08-05,1,146.775309890073,"Montag",104.708216687715,183.564164400591,0,25.8,10,36,4,0
"165",2013-08-05,2,520.947179812455,"Montag",862.752429028985,672.50214523923,0,25.8,10,36,4,0
"166",2013-08-05,3,331.615355447409,"Montag",382.85648750844,356.033434735079,0,25.8,10,36,4,0
"167",2013-08-05,5,354.247243408463,"Montag",461.704848992483,368.951029057165,0,25.8,10,36,4,0
"168",2013-08-06,1,131.956277381283,"Dienstag",146.775309890073,132.111640117897,5,22.225,13,36,4,0
"169",2013-08-06,2,498.920948322354,"Dienstag",520.947179812455,690.117757120039,5,22.225,13,36,4,0
"170",2013-08-06,3,344.104806694018,"Dienstag",331.615355447409,354.531775116541,5,22.225,13,36,4,0
"171",2013-08-06,4,69.705360420462,"Dienstag",67.1568816245378,83.5816326885927,5,22.225,13,36,4,0
"172",2013-08-06,5,441.521507016938,"Dienstag",354.247243408463,424.086156965952,5,22.225,13,36,4,0
"173",2013-08-07,1,160.593417296116,"Mittwoch",131.956277381283,144.745431773143,4,19.2125,8,36,4,0
"174",2013-08-07,2,519.197204695832,"Mittwoch",498.920948322354,667.842224335937,4,19.2125,8,36,4,0
"175",2013-08-07,3,341.483544581514,"Mittwoch",344.104806694018,321.075920611583,4,19.2125,8,36,4,0
"176",2013-08-07,4,83.1094116270633,"Mittwoch",69.705360420462,65.8902979709521,4,19.2125,8,36,4,0
"177",2013-08-07,5,423.850318191533,"Mittwoch",441.521507016938,426.985804024935,4,19.2125,8,36,4,0
"178",2013-08-08,1,153.099424561652,"Donnerstag",160.593417296116,157.854023011106,7,16.975,12,20,4,0
"179",2013-08-08,2,486.25509543792,"Donnerstag",519.197204695832,667.213719343287,7,16.975,12,20,4,0
"180",2013-08-08,3,298.005519792868,"Donnerstag",341.483544581514,304.830310037868,7,16.975,12,20,4,0
"181",2013-08-08,4,96.7720958104522,"Donnerstag",83.1094116270633,53.1984562311259,7,16.975,12,20,4,0
"182",2013-08-08,5,464.87537153539,"Donnerstag",423.850318191533,322.294307178179,7,16.975,12,20,4,0
"183",2013-08-09,1,125.620344387906,"Freitag",153.099424561652,117.359342094889,4,20.3375,10,21,4,0
"184",2013-08-09,2,539.975155104136,"Freitag",486.25509543792,689.695100983376,4,20.3375,10,21,4,0
"185",2013-08-09,3,328.22992428157,"Freitag",298.005519792868,379.526700654912,4,20.3375,10,21,4,0
"186",2013-08-09,4,81.4817797241125,"Freitag",96.7720958104522,60.5614573229725,4,20.3375,10,21,4,0
"187",2013-08-09,5,450.085987485785,"Freitag",464.87537153539,282.371517214865,4,20.3375,10,21,4,0
"188",2013-08-10,1,185.177162656408,"Samstag",125.620344387906,186.027178770079,7,19.3625,12,61,4,0
"189",2013-08-10,2,614.511830668785,"Samstag",539.975155104136,930.801703150498,7,19.3625,12,61,4,0
"190",2013-08-10,3,351.617029216224,"Samstag",328.22992428157,454.705780795563,7,19.3625,12,61,4,0
"191",2013-08-10,4,59.9811123644503,"Samstag",81.4817797241125,68.1222020855149,7,19.3625,12,61,4,0
"192",2013-08-10,5,450.993337129113,"Samstag",450.085987485785,399.283316370115,7,19.3625,12,61,4,0
"193",2013-08-11,1,73.2088330039992,"Sonntag",185.177162656408,104.708216687715,7,16.3875,9,61,4,0
"194",2013-08-11,2,666.9113081568,"Sonntag",614.511830668785,862.752429028985,7,16.3875,9,61,4,0
"195",2013-08-11,3,341.033029953849,"Sonntag",351.617029216224,382.85648750844,7,16.3875,9,61,4,0
"196",2013-08-11,4,60.7087857619079,"Sonntag",59.9811123644503,51.2749992906831,7,16.3875,9,61,4,0
"197",2013-08-11,5,583.491717818235,"Sonntag",450.993337129113,461.704848992483,7,16.3875,9,61,4,0
"198",2013-08-12,1,154.504729536697,"Montag",73.2088330039992,146.775309890073,7,16.45,11,63,4,0
"199",2013-08-12,2,510.019126480035,"Montag",666.9113081568,520.947179812455,7,16.45,11,63,4,0
"200",2013-08-12,3,253.6233554703,"Montag",341.033029953849,331.615355447409,7,16.45,11,63,4,0
"201",2013-08-12,4,97.7406166426712,"Montag",60.7087857619079,67.1568816245378,7,16.45,11,63,4,0
"202",2013-08-12,5,356.026341718574,"Montag",583.491717818235,354.247243408463,7,16.45,11,63,4,0
"203",2013-08-13,1,134.064451548102,"Dienstag",154.504729536697,131.956277381283,3,16.4,16,95,4,0
"204",2013-08-13,2,535.403212817658,"Dienstag",510.019126480035,498.920948322354,3,16.4,16,95,4,0
"205",2013-08-13,3,271.591283834177,"Dienstag",253.6233554703,344.104806694018,3,16.4,16,95,4,0
"206",2013-08-13,4,113.863641914766,"Dienstag",97.7406166426712,69.705360420462,3,16.4,16,95,4,0
"207",2013-08-13,5,344.643463915453,"Dienstag",356.026341718574,441.521507016938,3,16.4,16,95,4,0
"208",2013-08-14,1,156.972510536869,"Mittwoch",134.064451548102,160.593417296116,4,18.2625,18,61,4,0
"209",2013-08-14,2,520.123590697437,"Mittwoch",535.403212817658,519.197204695832,4,18.2625,18,61,4,0
"210",2013-08-14,3,309.116290264651,"Mittwoch",271.591283834177,341.483544581514,4,18.2625,18,61,4,0
"211",2013-08-14,4,105.567865241887,"Mittwoch",113.863641914766,83.1094116270633,4,18.2625,18,61,4,0
"212",2013-08-14,5,441.253111778104,"Mittwoch",344.643463915453,423.850318191533,4,18.2625,18,61,4,0
"213",2013-08-15,1,164.763795399756,"Donnerstag",156.972510536869,153.099424561652,3,19.8,8,36,4,0
"214",2013-08-15,2,538.231262832354,"Donnerstag",520.123590697437,486.25509543792,3,19.8,8,36,4,0
"215",2013-08-15,3,266.575408936199,"Donnerstag",309.116290264651,298.005519792868,3,19.8,8,36,4,0
"216",2013-08-15,4,59.7561020638342,"Donnerstag",105.567865241887,96.7720958104522,3,19.8,8,36,4,0
"217",2013-08-15,5,416.610037755781,"Donnerstag",441.253111778104,464.87537153539,3,19.8,8,36,4,0
"218",2013-08-16,1,147.79799759804,"Freitag",164.763795399756,125.620344387906,4,23.575,11,0,4,0
"219",2013-08-16,2,552.153714601025,"Freitag",538.231262832354,539.975155104136,4,23.575,11,0,4,0
"220",2013-08-16,3,241.76897512804,"Freitag",266.575408936199,328.22992428157,4,23.575,11,0,4,0
"221",2013-08-16,4,75.2564619591539,"Freitag",59.7561020638342,81.4817797241125,4,23.575,11,0,4,0
"222",2013-08-16,5,344.468629393561,"Freitag",416.610037755781,450.085987485785,4,23.575,11,0,4,0
"223",2013-08-17,1,221.630418006017,"Samstag",147.79799759804,185.177162656408,6,20.55,7,0,4,0
"224",2013-08-17,2,583.657434231324,"Samstag",552.153714601025,614.511830668785,6,20.55,7,0,4,0
"225",2013-08-17,3,280.170045804428,"Samstag",241.76897512804,351.617029216224,6,20.55,7,0,4,0
"226",2013-08-17,4,96.5293135082104,"Samstag",75.2564619591539,59.9811123644503,6,20.55,7,0,4,0
"227",2013-08-17,5,519.834929394153,"Samstag",344.468629393561,450.993337129113,6,20.55,7,0,4,0
"228",2013-08-18,1,92.489778506026,"Sonntag",221.630418006017,73.2088330039992,7,18.5875,10,63,4,0
"229",2013-08-18,2,669.186211470815,"Sonntag",583.657434231324,666.9113081568,7,18.5875,10,63,4,0
"230",2013-08-18,3,282.599786111443,"Sonntag",280.170045804428,341.033029953849,7,18.5875,10,63,4,0
"231",2013-08-18,4,150.122396942697,"Sonntag",96.5293135082104,60.7087857619079,7,18.5875,10,63,4,0
"232",2013-08-18,5,479.499541699925,"Sonntag",519.834929394153,583.491717818235,7,18.5875,10,63,4,0
"233",2013-08-19,1,145.87913275728,"Montag",92.489778506026,154.504729536697,5,18.4875,8,36,4,0
"234",2013-08-19,2,499.912512856933,"Montag",669.186211470815,510.019126480035,5,18.4875,8,36,4,0
"235",2013-08-19,3,249.391160860983,"Montag",282.599786111443,253.6233554703,5,18.4875,8,36,4,0
"236",2013-08-19,4,107.407999333161,"Montag",150.122396942697,97.7406166426712,5,18.4875,8,36,4,0
"237",2013-08-19,5,374.247117082749,"Montag",479.499541699925,356.026341718574,5,18.4875,8,36,4,0
"238",2013-08-20,1,111.842396126739,"Dienstag",145.87913275728,134.064451548102,7,17.775,8,61,4,0
"239",2013-08-20,2,478.730297151576,"Dienstag",499.912512856933,535.403212817658,7,17.775,8,61,4,0
"240",2013-08-20,3,257.620799680939,"Dienstag",249.391160860983,271.591283834177,7,17.775,8,61,4,0
"241",2013-08-20,4,64.5022565329893,"Dienstag",107.407999333161,113.863641914766,7,17.775,8,61,4,0
"242",2013-08-20,5,340.090359959321,"Dienstag",374.247117082749,344.643463915453,7,17.775,8,61,4,0
"243",2013-08-21,1,125.336522713024,"Mittwoch",111.842396126739,156.972510536869,5,20.125,8,36,4,0
"244",2013-08-21,2,440.815636456397,"Mittwoch",478.730297151576,520.123590697437,5,20.125,8,36,4,0
"245",2013-08-21,3,271.133442105753,"Mittwoch",257.620799680939,309.116290264651,5,20.125,8,36,4,0
"246",2013-08-21,4,65.9210119267558,"Mittwoch",64.5022565329893,105.567865241887,5,20.125,8,36,4,0
"247",2013-08-21,5,352.695324198643,"Mittwoch",340.090359959321,441.253111778104,5,20.125,8,36,4,0
"248",2013-08-22,1,132.916428220302,"Donnerstag",125.336522713024,164.763795399756,4,21.6625,8,36,4,0
"249",2013-08-22,2,497.731338188322,"Donnerstag",440.815636456397,538.231262832354,4,21.6625,8,36,4,0
"250",2013-08-22,3,229.323435589195,"Donnerstag",271.133442105753,266.575408936199,4,21.6625,8,36,4,0
"251",2013-08-22,4,111.144301377526,"Donnerstag",65.9210119267558,59.7561020638342,4,21.6625,8,36,4,0
"252",2013-08-22,5,343.348933556103,"Donnerstag",352.695324198643,416.610037755781,4,21.6625,8,36,4,0
